,Customer Facing Flag,DCV Ind,DTV Ind,Drive Time Points,Dwelling Type,Employee Type Code,HC Equipment Passed,HC Equipment,Job Type,Labor Type,Points,Q Code,Region,Service Call Ind,Site,Survey Response Value,Truck Roll Ind,Verified Vendor,Work Order Class,Work Order Type,New Time
313995,N,0,0,3,Non-Residential,5I,0,0,SRO,In House,23,I,Southwest Region,0,Phoenix,,1,N,H,Sro,55.0
313997,N,0,0,3,Non-Residential,5I,0,0,SRO,In House,51,I,Southwest Region,0,Phoenix,,1,N,H,Sro,117.0
314000,N,0,0,3,Non-Residential,H3,0,0,SRO,Contractor,33,I,Southwest Region,0,Phoenix,,1,Y,H,Sro,113.0
314005,N,0,0,3,Non-Residential,5I,2,2,Install,In House,52,I,Southwest Region,0,Phoenix,,1,N,H,Install,58.0
314014,N,0,0,3,Non-Residential,5I,1,1,Install,In House,46,I,Southwest Region,0,Phoenix,,1,N,H,Install,101.0
314018,N,0,0,3,Non-Residential,5I,1,1,Install,In House,60,I,Southwest Region,0,Phoenix,,1,N,*,Install,326.0
314030,Y,0,0,3,Non-Residential,5I,2,2,Trouble Call,In House,16,K,Southwest Region,1,Phoenix,,1,N,H,Trouble Call,278.0
314071,Y,0,0,3,Non-Residential,5I,3,3,Trouble Call,In House,16,K,Southwest Region,1,Phoenix,,1,N,H,Trouble Call,129.00000000000003
314191,Y,0,0,3,Non-Residential,5I,2,2,Trouble Call,In House,16,K,Southwest Region,1,Phoenix,,1,N,H,Trouble Call,286.0
314197,N,0,0,3,Non-Residential,5I,0,0,SRO,In House,51,I,Southwest Region,0,Phoenix,,1,N,H,Sro,80.0
314281,N,0,0,3,Non-Residential,H3,0,0,SRO,Contractor,33,I,Southwest Region,0,Phoenix,,1,Y,H,Sro,185.0
314282,N,0,0,3,Non-Residential,5I,0,0,Install,In House,19,I,Southwest Region,0,Phoenix,,1,N,H,Upgrade,133.00000000000003
314350,N,0,0,3,Non-Residential,5I,0,0,SRO,In House,23,I,Southwest Region,0,Phoenix,,1,N,H,Sro,49.0
314454,N,0,0,3,Non-Residential,5I,0,0,Install,In House,94,I,Southwest Region,0,Phoenix,,1,N,*,Install,350.0
314460,N,0,0,3,Non-Residential,5I,0,0,Install,In House,87,I,Southwest Region,0,Phoenix,,1,N,H,Install,332.0
314463,N,0,0,3,Non-Residential,H3,0,0,SRO,Contractor,203,I,Southwest Region,0,Phoenix,,1,Y,H,Sro,400.0
314482,N,0,0,3,Non-Residential,5I,3,3,Install,In House,60,I,Southwest Region,0,Phoenix,,1,N,*,Install,176.0
314511,N,0,0,3,Non-Residential,5I,0,0,Install,In House,63,I,Southwest Region,0,Phoenix,,1,N,*,Downgrade,85.0
314520,Y,0,0,3,Non-Residential,5I,3,3,Trouble Call,In House,16,K,Southwest Region,1,Phoenix,,1,N,H,Trouble Call,77.0
314621,Y,0,0,3,Non-Residential,5I,3,3,Trouble Call,In House,16,K,Southwest Region,1,Phoenix,,1,N,H,Trouble Call,318.0
314669,N,0,0,3,Non-Residential,5I,0,0,Install,In House,60,I,Southwest Region,0,Phoenix,,1,N,*,Install,146.0
314699,N,0,0,3,Non-Residential,5I,3,3,Install,In House,38,I,Southwest Region,0,Phoenix,,1,N,H,Install,148.0
314704,N,0,0,3,Non-Residential,5I,3,3,Install,In House,48,I,Southwest Region,0,Phoenix,,1,N,*,Install,149.0
314757,N,0,0,3,Non-Residential,5I,0,0,Install,In House,37,I,Southwest Region,0,Phoenix,,1,N,H,Upgrade,109.0
314758,N,0,0,3,Non-Residential,H3,0,0,SRO,Contractor,33,I,Southwest Region,0,Phoenix,,1,Y,H,Sro,146.0
314765,N,0,0,3,Non-Residential,H3,0,0,SRO,Contractor,53,I,Southwest Region,0,Phoenix,,1,Y,H,Sro,208.0
314766,N,0,0,3,Non-Residential,5I,0,0,SRO,In House,19,I,Southwest Region,0,Phoenix,,1,N,H,Sro,20.0
314790,N,0,0,3,Non-Residential,H5,0,0,Install,In House,60,I,Southwest Region,0,Phoenix,,1,N,*,Install,134.00000000000003
314840,N,0,0,3,Non-Residential,5I,3,3,Install,In House,66,I,Southwest Region,0,Phoenix,,1,N,*,Install,259.00000000000006
314846,N,0,0,3,Non-Residential,H3,0,0,SRO,Contractor,43,I,Southwest Region,0,Phoenix,,1,Y,H,Sro,120.0
314852,N,0,0,3,Non-Residential,5I,3,3,Install,In House,38,I,Southwest Region,0,Phoenix,,1,N,H,Install,32.00000000000001
314857,N,0,0,3,Non-Residential,5I,3,3,Install,In House,48,I,Southwest Region,0,Phoenix,,1,N,*,Install,84.0
314860,N,0,0,3,Non-Residential,5I,0,0,Install,In House,60,I,Southwest Region,0,Phoenix,,1,N,*,Install,138.0
314863,N,0,0,3,Non-Residential,H3,0,0,SRO,Contractor,13,I,Southwest Region,0,Phoenix,,1,Y,H,Sro,6.0
314931,Y,0,0,3,Non-Residential,5I,2,3,Trouble Call,In House,16,K,Southwest Region,1,Phoenix,,1,N,H,Trouble Call,236.0
314932,Y,0,0,3,Non-Residential,5I,2,3,Trouble Call,In House,16,K,Southwest Region,1,Phoenix,,1,N,H,Trouble Call,77.0
314980,Y,0,0,3,Non-Residential,5I,3,3,Trouble Call,In House,16,K,Southwest Region,1,Phoenix,,1,N,H,Trouble Call,159.0
314986,Y,0,0,3,Non-Residential,5I,2,2,Trouble Call,In House,16,K,Southwest Region,1,Phoenix,,1,N,H,Trouble Call,242.0
315000,N,0,0,3,Non-Residential,5I,3,3,Install,In House,56,I,Southwest Region,0,Phoenix,,1,N,H,Install,260.00000000000006
315008,Y,0,0,3,Non-Residential,5I,0,0,Install,In House,102,I,Southwest Region,0,Phoenix,,1,N,*,Install,330.0
315011,N,0,0,3,Non-Residential,H3,0,0,SRO,Contractor,93,I,Southwest Region,0,Phoenix,,1,Y,H,Sro,19.0
315019,N,0,0,3,Non-Residential,5I,0,0,SRO,In House,27,I,Southwest Region,0,Phoenix,,1,N,H,Sro,25.0
315064,N,0,0,3,Non-Residential,5I,2,2,Install,In House,48,I,Southwest Region,0,Phoenix,,1,N,H,Install,92.0
315083,Y,0,0,3,Non-Residential,5I,0,0,Trouble Call,In House,16,K,Southeast Region,1,New Orleans,,1,N,H,Trouble Call,390.0
315132,Y,0,0,3,Non-Residential,5I,0,0,Trouble Call,In House,16,K,Southeast Region,1,New Orleans,,1,N,H,Trouble Call,302.0
315152,N,0,0,3,Non-Residential,5I,0,0,SRO,In House,25,I,Southeast Region,0,New Orleans,,1,N,H,Sro,87.0
315176,Y,0,0,3,Non-Residential,5I,0,0,Trouble Call,In House,16,K,Southeast Region,1,New Orleans,,1,N,H,Trouble Call,344.0
315199,N,0,0,3,Non-Residential,5I,0,0,SRO,In House,25,I,Southeast Region,0,New Orleans,,1,N,H,Sro,65.00000000000001
315208,N,0,0,3,Non-Residential,5I,0,0,SRO,In House,47,I,Southeast Region,0,New Orleans,,1,N,H,Sro,347.0
315283,N,0,0,3,Non-Residential,5I,0,0,SRO,In House,71,I,Southeast Region,0,New Orleans,,1,N,H,Sro,347.0
315284,N,0,0,3,Non-Residential,5I,0,0,SRO,In House,35,I,Southeast Region,0,New Orleans,,1,N,H,Sro,253.00000000000003
315338,Y,0,0,3,Non-Residential,5I,0,0,Trouble Call,In House,16,K,Southeast Region,1,New Orleans,,1,N,H,Trouble Call,358.0
315344,N,0,0,3,Non-Residential,5I,2,2,Install,In House,54,I,Southeast Region,0,New Orleans,,1,N,*,Install,248.00000000000003
315346,N,0,0,3,Non-Residential,H3,0,0,SRO,Contractor,23,I,Southeast Region,0,New Orleans,,1,Y,H,Sro,296.0
315394,Y,0,0,3,Non-Residential,5I,0,0,Trouble Call,In House,16,K,Southeast Region,1,New Orleans,,1,N,H,Trouble Call,274.0
315420,N,0,0,3,Non-Residential,5I,0,0,SRO,In House,16,I,Southeast Region,0,New Orleans,,1,N,H,Sro,54.0
315482,N,0,0,3,Non-Residential,5I,8,9,Install,In House,42,I,Southeast Region,0,New Orleans,,1,N,H,Install,265.00000000000006
315485,N,0,0,3,Non-Residential,5I,1,1,Install,In House,33,I,Southeast Region,0,New Orleans,,1,N,*,Restart,125.00000000000001
315603,N,0,0,3,Non-Residential,5I,0,0,Install,In House,15,I,Southeast Region,0,New Orleans,,1,N,H,Install,125.00000000000001
315678,N,0,0,3,Non-Residential,5I,0,0,Install,In House,25,I,Southeast Region,0,New Orleans,,1,N,H,Install,229.0
315698,N,0,0,3,Non-Residential,H3,0,0,SRO,Contractor,23,I,Southeast Region,0,New Orleans,,1,Y,H,Sro,198.0
315752,N,0,0,3,Non-Residential,5I,2,2,Install,In House,42,I,Southeast Region,0,New Orleans,,1,N,H,Install,180.0
315926,N,0,0,3,Non-Residential,5I,0,0,Install,In House,84,I,Southeast Region,0,New Orleans,,1,N,*,Install,384.0
315970,N,0,0,3,Non-Residential,H3,0,0,SRO,Contractor,63,I,Southeast Region,0,New Orleans,,1,Y,H,Sro,8.000000000000002
315995,N,0,0,3,Non-Residential,5I,1,1,Install,In House,40,I,Southeast Region,0,New Orleans,,1,N,H,Install,178.0
316078,N,0,0,3,Non-Residential,5I,0,0,Install,In House,13,I,Southeast Region,0,New Orleans,,1,N,H,Install,40.0
316092,N,0,0,3,Non-Residential,5I,0,0,SRO,In House,16,I,Southeast Region,0,New Orleans,,1,N,H,Sro,202.0
316094,N,0,0,3,Non-Residential,5I,0,0,SRO,In House,16,I,Southeast Region,0,New Orleans,,1,N,H,Sro,72.0
316184,Y,0,0,3,Non-Residential,5I,0,0,Trouble Call,In House,16,K,Southeast Region,1,New Orleans,,1,N,H,Trouble Call,215.0
316209,N,0,0,3,Non-Residential,5I,0,0,Install,In House,27,I,Southeast Region,0,New Orleans,,1,N,H,Downgrade,163.0
316210,N,0,0,3,Non-Residential,H3,0,0,SRO,Contractor,43,I,Southeast Region,0,New Orleans,,1,Y,H,Sro,252.00000000000003
316242,N,0,0,3,Non-Residential,5I,0,0,Install,In House,9,I,Southeast Region,0,New Orleans,,1,N,H,Downgrade,27.0
316294,N,0,0,3,Non-Residential,5I,0,0,SRO,In House,79,I,Southeast Region,0,New Orleans,,1,N,*,Sro,397.0
316339,N,0,0,3,Non-Residential,5I,1,1,Install,In House,40,I,Southeast Region,0,New Orleans,,1,N,H,Install,194.0
316365,Y,0,0,3,Non-Residential,5I,0,0,Trouble Call,In House,16,K,Southeast Region,1,New Orleans,,1,N,H,Trouble Call,385.0
316394,N,0,0,3,Non-Residential,5I,0,0,Install,In House,45,I,Southeast Region,0,New Orleans,,1,N,H,Install,188.0
316450,N,0,0,3,Non-Residential,5I,5,5,Install,In House,66,I,Southeast Region,0,New Orleans,,1,N,*,Install,341.0
316469,Y,0,0,3,Non-Residential,5I,0,0,Trouble Call,In House,16,K,Southeast Region,1,New Orleans,,1,N,H,Trouble Call,387.0
316525,Y,0,0,3,Non-Residential,5I,0,0,Trouble Call,In House,16,K,Southeast Region,1,New Orleans,,1,N,H,Trouble Call,298.0
316585,N,0,0,3,Non-Residential,5I,0,0,SRO,In House,45,I,Southeast Region,0,New Orleans,,1,N,H,Sro,320.0
316614,Y,0,0,3,Non-Residential,5I,0,0,Trouble Call,In House,16,K,Southeast Region,1,New Orleans,,1,N,H,Trouble Call,374.0
316647,Y,0,0,4,Non-Residential,5I,0,0,Trouble Call,In House,17,K,Southeast Region,1,New Orleans,,1,N,H,Trouble Call,248.00000000000003
316684,N,0,0,3,Non-Residential,5I,1,1,Install,In House,38,I,Southeast Region,0,New Orleans,,1,N,H,Install,138.0
316764,N,0,0,3,Non-Residential,H3,0,0,SRO,Contractor,43,I,Southeast Region,0,New Orleans,,1,Y,H,Sro,310.0
316768,N,0,0,3,Non-Residential,5I,0,0,Install,In House,9,I,Southeast Region,0,New Orleans,,1,N,H,Install,66.00000000000001
316803,Y,0,0,3,Non-Residential,5I,0,0,Install,In House,27,I,Southeast Region,0,New Orleans,,1,N,*,Upgrade,105.0
316861,N,0,0,3,Non-Residential,H3,0,0,SRO,Contractor,13,I,Southeast Region,0,New Orleans,,1,Y,H,Sro,289.0
316968,Y,0,0,3,Non-Residential,5I,3,3,Install,In House,109,I,Southeast Region,0,New Orleans,,1,N,*,Install,367.0
316972,N,0,0,3,Non-Residential,5I,3,3,Install,In House,93,I,Southeast Region,0,New Orleans,,1,N,H,Install,302.0
317164,N,0,0,3,Non-Residential,5I,2,2,Install,In House,54,I,Southeast Region,0,New Orleans,,1,N,*,Install,243.0
317167,N,0,0,3,Non-Residential,5I,0,0,Install,In House,27,I,Southeast Region,0,New Orleans,,1,N,H,Install,97.0
317297,N,0,0,3,Non-Residential,5I,4,4,Install,In House,3,I,Southeast Region,0,New Orleans,,1,N,H,Install,69.0
317298,N,0,0,3,Non-Residential,5I,0,0,Install,In House,32,I,Southeast Region,0,New Orleans,,1,N,*,Install,79.0
317377,Y,0,0,3,Non-Residential,5I,0,0,Install,In House,79,I,Southeast Region,0,New Orleans,,1,N,*,Install,304.0
317378,N,0,0,3,Non-Residential,H3,0,0,SRO,Contractor,43,I,Southeast Region,0,New Orleans,,1,Y,H,Sro,382.0
317420,Y,0,0,3,Non-Residential,5I,0,0,Trouble Call,In House,16,K,Southeast Region,1,New Orleans,,1,N,H,Trouble Call,376.0
317493,N,0,0,3,Non-Residential,5I,2,3,Install,In House,66,I,Southeast Region,0,New Orleans,,1,N,*,Install,366.0
317618,Y,0,0,3,Non-Residential,5I,1,1,Trouble Call,In House,16,K,Southwest Region,1,Phoenix,,1,N,H,Trouble Call,71.0
317643,N,0,0,3,Non-Residential,5I,3,3,Install,In House,38,I,Southwest Region,0,Phoenix,,1,N,H,Install,53.0
317647,N,0,0,3,Non-Residential,5I,3,3,Install,In House,60,I,Southwest Region,0,Phoenix,,1,N,*,Install,245.00000000000003
317652,N,0,0,3,Non-Residential,H3,0,0,SRO,Contractor,33,I,Southwest Region,0,Phoenix,,1,Y,H,Sro,17.000000000000004
317670,N,0,0,3,Non-Residential,5I,2,2,Install,In House,38,I,Southwest Region,0,Phoenix,,1,N,H,Install,49.0
317722,N,0,0,3,Non-Residential,5I,0,0,SRO,In House,23,I,Southwest Region,0,Phoenix,,0,N,H,Sro,1.0000000000000002
317754,Y,0,0,3,Non-Residential,H5,1,1,Trouble Call,In House,16,K,Southwest Region,1,Phoenix,,1,N,H,Trouble Call,49.0
317764,Y,0,0,3,Non-Residential,5I,2,2,Trouble Call,In House,16,K,Southwest Region,1,Phoenix,,1,N,H,Trouble Call,166.0
317767,Y,0,0,3,Non-Residential,5I,2,2,Trouble Call,In House,16,K,Southwest Region,1,Phoenix,,1,N,H,Trouble Call,298.0
317810,Y,0,0,3,Non-Residential,5I,5,5,Trouble Call,In House,16,K,Southwest Region,1,Phoenix,,1,N,H,Trouble Call,102.0
317833,N,0,0,3,Non-Residential,H3,0,0,SRO,Contractor,13,I,Southwest Region,0,Phoenix,,1,Y,H,Sro,57.0
317850,N,0,0,3,Non-Residential,H5,3,3,Install,In House,96,I,Southwest Region,0,Phoenix,,1,N,*,Install,308.0
317876,N,0,0,3,Non-Residential,5I,1,1,Install,In House,23,I,Southwest Region,0,Phoenix,,1,N,H,Restart,39.0
317895,N,0,0,3,Non-Residential,5I,0,0,Install,In House,25,I,Southwest Region,0,Phoenix,,1,N,*,Upgrade,22.0
317902,Y,0,0,3,Non-Residential,5I,2,2,Trouble Call,In House,16,K,Southwest Region,1,Phoenix,,1,N,H,Trouble Call,158.0
317911,Y,0,0,3,Non-Residential,5I,1,1,Trouble Call,In House,16,K,Southwest Region,1,Phoenix,,1,N,H,Trouble Call,77.0
317914,Y,0,0,3,Non-Residential,5I,2,2,Trouble Call,In House,16,K,Southwest Region,1,Phoenix,,1,N,H,Trouble Call,101.0
317942,Y,0,0,3,Non-Residential,5I,4,4,Trouble Call,In House,16,K,Southwest Region,1,Phoenix,,1,N,H,Trouble Call,347.0
317984,Y,0,0,3,Non-Residential,5I,4,4,Trouble Call,In House,16,K,Southwest Region,1,Phoenix,,1,N,H,Trouble Call,75.0
318000,N,0,0,3,Non-Residential,H5,0,0,SRO,In House,19,I,Southwest Region,0,Phoenix,,1,N,H,Sro,5.0
318114,N,0,0,3,MDU,5I,1,1,Install,In House,62,I,Southwest Region,0,Phoenix,,1,N,*,Install,298.0
318122,Y,0,0,3,Non-Residential,5I,1,1,Trouble Call,In House,16,K,Southwest Region,1,Phoenix,,1,N,H,Trouble Call,112.0
318127,N,0,0,3,Non-Residential,5I,0,0,Install,In House,38,I,Southwest Region,0,Phoenix,,1,N,H,Install,63.00000000000001
318131,N,0,0,3,MDU,5I,0,0,Install,In House,75,I,Southwest Region,0,Phoenix,,1,N,H,Install,184.0
318234,N,0,0,3,Non-Residential,5I,0,0,SRO,In House,19,I,Southwest Region,0,Phoenix,,1,N,H,Sro,22.0
318270,Y,0,0,3,MDU,5I,1,1,Trouble Call,In House,16,K,Southwest Region,1,Phoenix,,1,N,H,Trouble Call,168.0
318284,N,0,0,3,Non-Residential,H5,3,3,Install,In House,54,I,Southwest Region,0,Phoenix,,1,N,*,Install,176.0
318293,N,0,0,3,Non-Residential,H3,0,0,SRO,Contractor,23,I,Southwest Region,0,Phoenix,,1,Y,H,Sro,31.000000000000004
318328,N,0,0,3,Non-Residential,5I,1,1,Install,In House,56,I,Southwest Region,0,Phoenix,,1,N,H,Install,90.0
318356,N,0,0,3,Non-Residential,H3,0,0,SRO,Contractor,43,I,Southwest Region,0,Phoenix,,1,Y,H,Sro,111.0
318358,N,0,0,3,Non-Residential,5I,0,0,Install,In House,66,I,Southwest Region,0,Phoenix,,1,N,*,Install,171.0
318397,Y,0,0,3,Non-Residential,5I,2,2,Trouble Call,In House,16,K,Southwest Region,1,Phoenix,,1,N,H,Trouble Call,291.0
318432,N,0,0,3,Non-Residential,5I,1,1,Install,In House,52,I,Southwest Region,0,Phoenix,,1,N,H,Install,164.0
318433,Y,0,0,3,Non-Residential,5I,2,2,Trouble Call,In House,16,K,Southwest Region,1,Phoenix,,1,N,H,Trouble Call,88.0
318443,Y,0,0,3,Non-Residential,5I,1,1,Trouble Call,In House,16,K,Southwest Region,1,Phoenix,,1,N,H,Trouble Call,231.0
318469,Y,0,0,3,Non-Residential,5I,3,3,Trouble Call,In House,16,K,Southwest Region,1,Phoenix,,1,N,H,Trouble Call,90.0
318476,Y,0,0,3,MDU,5I,2,2,Trouble Call,In House,16,K,Southwest Region,1,Phoenix,,1,N,H,Trouble Call,340.0
318515,N,0,0,3,Non-Residential,5I,0,0,SRO,In House,47,I,Southwest Region,0,Phoenix,,1,N,H,Sro,237.0
318540,N,0,0,3,Non-Residential,5I,0,0,Install,In House,48,I,Southwest Region,0,Phoenix,,1,N,H,Install,84.0
318556,Y,0,0,3,Non-Residential,5I,3,3,Trouble Call,In House,16,K,Southwest Region,1,Phoenix,,1,N,H,Trouble Call,155.0
318617,N,0,0,3,Non-Residential,5I,3,3,Install,In House,72,I,Southwest Region,0,Phoenix,,1,N,*,Install,326.0
318618,N,0,0,3,Non-Residential,H3,0,0,SRO,Contractor,33,I,Southwest Region,0,Phoenix,,1,Y,H,Sro,5.0
318637,Y,0,0,3,Non-Residential,5I,2,2,Trouble Call,In House,16,K,Southwest Region,1,Phoenix,,1,N,H,Trouble Call,73.0
318663,Y,0,0,3,Non-Residential,5I,1,1,Trouble Call,In House,16,K,Southwest Region,1,Phoenix,,1,N,H,Trouble Call,361.0
318669,N,0,0,3,Non-Residential,5I,1,1,Install,In House,38,I,Southwest Region,0,Phoenix,,1,N,H,Install,74.0
318675,Y,0,0,3,Non-Residential,5I,0,0,Install,In House,66,I,Southwest Region,0,Phoenix,,1,N,*,Install,248.00000000000003
318699,Y,0,0,3,Non-Residential,5I,2,2,Trouble Call,In House,16,K,Southwest Region,1,Phoenix,,1,N,H,Trouble Call,99.0
318729,Y,0,0,3,Non-Residential,5I,2,2,Trouble Call,In House,16,K,Southwest Region,1,Phoenix,,1,N,H,Trouble Call,253.00000000000003
318732,N,0,0,3,Non-Residential,5I,2,2,Install,In House,39,I,Southwest Region,0,Phoenix,,1,N,H,Install,398.0
318736,N,0,0,3,Non-Residential,H3,0,0,SRO,Contractor,33,I,Southwest Region,0,Phoenix,,1,Y,H,Sro,74.0
318738,N,0,0,3,Non-Residential,5I,2,2,Install,In House,60,I,Southwest Region,0,Phoenix,,1,N,*,Install,330.0
318799,N,0,0,3,Non-Residential,5I,3,3,Install,In House,37,I,Southwest Region,0,Phoenix,,1,N,H,Install,68.00000000000001
318809,N,0,0,3,Non-Residential,5I,0,0,Install,In House,66,I,Southwest Region,0,Phoenix,,1,N,*,Install,143.0
318815,N,0,0,3,Non-Residential,H3,0,0,SRO,Contractor,43,I,Southwest Region,0,Phoenix,,1,Y,H,Sro,300.0
318993,Y,0,0,3,Non-Residential,5I,6,6,Trouble Call,In House,16,K,Southwest Region,1,Phoenix,,1,N,H,Trouble Call,398.0
318995,Y,0,0,3,Non-Residential,5I,2,2,Trouble Call,In House,16,K,Southwest Region,1,Phoenix,,1,N,H,Trouble Call,222.0
319048,Y,0,0,3,Non-Residential,5I,1,1,Trouble Call,In House,16,K,Southwest Region,1,Phoenix,,1,N,H,Trouble Call,297.0
319075,N,0,0,3,Non-Residential,5I,1,1,Install,In House,38,I,Southwest Region,0,Phoenix,,1,N,H,Install,102.0
319099,Y,0,0,3,Non-Residential,5I,0,0,Trouble Call,In House,16,K,Southwest Region,1,Phoenix,,1,N,H,Trouble Call,51.0
319100,N,0,0,3,Non-Residential,5I,0,0,SRO,In House,87,I,Southwest Region,0,Phoenix,,1,N,H,Sro,189.0
319210,N,0,0,3,Non-Residential,5I,1,1,Install,In House,56,I,Southwest Region,0,Phoenix,,1,N,H,Install,171.0
319218,N,0,0,3,Non-Residential,5I,0,0,SRO,In House,27,I,Southwest Region,0,Phoenix,,1,N,H,Sro,74.0
319224,N,0,0,3,Non-Residential,5I,2,2,Install,In House,72,I,Southwest Region,0,Phoenix,,1,N,H,Install,102.0
319237,N,0,0,3,Non-Residential,5I,0,0,Install,In House,60,I,Southwest Region,0,Phoenix,,1,N,*,Install,199.0
319252,Y,0,0,3,Non-Residential,5I,2,2,Trouble Call,In House,16,K,Southwest Region,1,Phoenix,,1,N,H,Trouble Call,180.0
319285,Y,0,0,3,Non-Residential,5I,2,2,Trouble Call,In House,16,K,Southwest Region,1,Phoenix,,1,N,H,Trouble Call,281.0
319370,N,0,0,3,Non-Residential,H5,2,2,Install,In House,56,I,Southwest Region,0,Phoenix,,1,N,H,Install,104.0
319469,N,0,0,3,Non-Residential,5I,0,0,Install,In House,9,I,Southwest Region,0,Phoenix,,1,N,H,Install,52.0
319483,N,0,0,3,Non-Residential,5I,0,0,Install,In House,31,I,Southwest Region,0,Phoenix,,1,N,H,Install,126.00000000000001
319486,N,0,0,3,Non-Residential,H3,0,0,SRO,Contractor,23,I,Southwest Region,0,Phoenix,,1,Y,H,Sro,136.00000000000003
319703,Y,0,0,3,Non-Residential,5I,2,2,Trouble Call,In House,16,K,Southwest Region,1,Phoenix,,1,N,H,Trouble Call,188.0
319715,Y,0,0,3,Non-Residential,5I,1,1,Trouble Call,In House,16,K,Southwest Region,1,Phoenix,,1,N,H,Trouble Call,198.0
319716,Y,0,0,3,Non-Residential,5I,2,2,Trouble Call,In House,16,K,Southwest Region,1,Phoenix,,1,N,H,Trouble Call,145.0
319718,Y,0,0,3,Non-Residential,5I,2,2,Trouble Call,In House,16,K,Southwest Region,1,Phoenix,,1,N,H,Trouble Call,104.0
319751,Y,0,0,3,Non-Residential,5I,3,3,Trouble Call,In House,16,K,Southwest Region,1,Phoenix,,1,N,H,Trouble Call,285.0
319812,Y,0,0,3,Non-Residential,5I,1,1,Trouble Call,In House,16,K,Southwest Region,1,Phoenix,,1,N,H,Trouble Call,151.0
319849,N,0,0,3,Non-Residential,5I,4,4,Install,In House,66,I,Southwest Region,0,Phoenix,,1,N,*,Install,162.0
319864,Y,0,0,3,Non-Residential,5I,0,0,Trouble Call,In House,16,K,Southwest Region,1,Phoenix,,1,N,H,Trouble Call,171.0
319873,N,0,0,3,Non-Residential,H3,0,0,SRO,Contractor,43,I,Southwest Region,0,Phoenix,,1,Y,H,Sro,1.0000000000000002
319879,N,0,0,3,Non-Residential,5I,0,0,SRO,In House,19,I,Southwest Region,0,Phoenix,,1,N,H,Sro,3.0
319921,Y,0,0,3,Non-Residential,5I,1,1,Trouble Call,In House,16,K,Southwest Region,1,Phoenix,,1,N,H,Trouble Call,262.00000000000006
320040,Y,0,0,3,Non-Residential,5I,1,1,Trouble Call,In House,16,K,Southwest Region,1,Phoenix,,1,N,H,Trouble Call,106.0
320164,Y,0,0,3,Non-Residential,5I,0,0,Trouble Call,In House,16,K,Southeast Region,1,New Orleans,,1,N,H,Trouble Call,364.0
320216,N,0,0,3,Non-Residential,5I,0,0,Install,In House,13,I,Southeast Region,0,New Orleans,,1,N,H,Upgrade,2.0000000000000004
320218,N,0,0,3,Non-Residential,H3,0,0,SRO,Contractor,13,I,Southeast Region,0,New Orleans,,1,Y,H,Sro,399.0
320286,Y,0,0,3,Non-Residential,5I,0,0,Trouble Call,In House,16,K,Southeast Region,1,New Orleans,,1,N,H,Trouble Call,290.0
320366,N,0,0,3,Non-Residential,5I,0,0,SRO,In House,25,I,Southeast Region,0,New Orleans,,1,N,H,Sro,82.0
320392,N,0,0,3,Non-Residential,5I,0,0,SRO,In House,29,I,Southeast Region,0,New Orleans,,1,N,H,Sro,144.0
320437,N,0,0,3,Non-Residential,5I,0,0,Install,In House,17,I,Southeast Region,0,New Orleans,,1,N,H,Upgrade,79.0
320438,N,0,0,3,Non-Residential,H3,0,0,SRO,Contractor,13,I,Southeast Region,0,New Orleans,,1,Y,H,Sro,212.0
320520,N,0,0,3,Non-Residential,5I,2,2,Install,In House,38,I,Southeast Region,0,New Orleans,,1,N,H,Install,157.0
320530,N,0,0,3,Non-Residential,5I,0,0,Install,In House,29,I,Southeast Region,0,New Orleans,,1,N,H,Downgrade,153.0
320549,N,0,0,3,Non-Residential,5I,1,1,Install,In House,15,I,Southeast Region,0,New Orleans,,1,N,*,Restart,209.0
320605,N,0,0,3,Non-Residential,5I,7,7,Install,In House,72,I,Southeast Region,0,New Orleans,,1,N,H,Install,105.0
320776,N,0,0,3,Non-Residential,5I,0,0,Install,In House,11,I,Southeast Region,0,New Orleans,,1,N,*,Downgrade,11.0
320787,N,0,0,3,Non-Residential,5I,1,1,Install,In House,24,I,Southeast Region,0,New Orleans,,1,N,*,Install,63.00000000000001
320789,N,0,0,3,Non-Residential,5I,1,1,Install,In House,15,I,Southeast Region,0,New Orleans,,1,N,H,Install,75.0
320813,N,0,0,3,Non-Residential,5I,0,0,SRO,In House,16,I,Southeast Region,0,New Orleans,,1,N,H,Sro,68.00000000000001
320861,Y,0,0,3,Non-Residential,5I,0,0,Trouble Call,In House,16,K,Southeast Region,1,New Orleans,,1,N,H,Trouble Call,312.0
320898,N,0,0,3,Non-Residential,5I,3,3,Install,In House,38,I,Southeast Region,0,New Orleans,,1,N,H,Install,320.0
320900,Y,0,0,3,Non-Residential,5I,3,3,Install,In House,61,I,Southeast Region,0,New Orleans,,1,N,*,Install,173.0
320904,N,0,0,3,Non-Residential,H3,0,0,SRO,Contractor,33,I,Southeast Region,0,New Orleans,,1,Y,H,Sro,344.0
